,tender_title,location,Pincode,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,tender_externalreference,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
845,RCC DRAIN,NAC ODAGAON,752081,Municipal Bodies,NAC ODAGAON,Construction of balance RCC Drains With Cover Plate From House of Prasanta Tripathy To PWD Existing Drain At Dalak Ward No. 13 Of NAC Odagaon,"4,29,637",Civil Works - Others,,NAC-ODG-07-2022-23,2022_ORULB_77863_8,Open Tender,Works,Nil,Nil,"429,636.81",10-Jun-2022,"INR 429,636.81",NA,Nayagarh,Nayagarh,Nayagarh,,ODAGAON,,,ODAGAON,ODAGAON
846,RCC DRAIN,NAC ODAGAON,752081,Municipal Bodies,NAC ODAGAON,Construction of RCC Drain With Cover Plate At (Balance Portion) Khelapadia Sahi in Ward No. 10 Of NAC Odagaon.,"3,19,836",Civil Works - Others,,NAC-ODG-07-2022-23,2022_ORULB_77863_5,Open Tender,Works,Nil,Nil,"319,836.19",10-Jun-2022,"INR 319,836.19",NA,Nayagarh,Nayagarh,Nayagarh,,ODAGAON,,,ODAGAON,ODAGAON
847,RCC DRAIN,NAC ODAGAON,752081,Municipal Bodies,NAC ODAGAON,Construction of balanced RCC Drains With Cover Plate and CC Road From HarijanSahi Towards MohatchhabPadia at Ward No. 07 Of NAC Odagaon.,"2,84,160",Civil Works - Others,,NAC-ODG-07-2022-23,2022_ORULB_77863_2,Open Tender,Works,Nil,Nil,"284,159.55",10-Jun-2022,"INR 284,159.55",NA,Nayagarh,Nayagarh,Nayagarh,,ODAGAON,,,ODAGAON,ODAGAON
848,RCC DRAIN,NAC ODAGAON,752081,Municipal Bodies,NAC ODAGAON,Construction of RCC Drain With Cover Plate From Bishwanath Barik House To Padmanav Khilar At Mathakhajuria in Ward No. 09 Of NAC Odagaon,"3,32,333",Civil Works - Others,,NAC-ODG-07-2022-23,2022_ORULB_77863_17,Open Tender,Works,Nil,Nil,"332,332.84",10-Jun-2022,"INR 332,332.84",NA,Nayagarh,Nayagarh,Nayagarh,,ODAGAON,,,ODAGAON,ODAGAON
533,Improvement to Bankuli to Jhadakusumi PMGSY road such as New Boxcell Culvert 6x3m single span at 1400 mtr under SR for the year 2022 23,Kosagumuda,764061,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Improvement to Bankuli to Jhadakusumi PMGSY road such as New Boxcell Culvert 6x3m single span at 1400 mtr under SR for the year 2022 23,"17,69,919",Civil Works - Roads,,02 of 2022 23,2022_CERWI_79073_1,Open Tender,Works,Nil,Nil,"1,504,608",25-Aug-2022,"INR 1,504,608",NA,NA,Nabarangpur,Nabarangpur,"'BANKULI', 'JHADAKUSUMI'",KOSAGUMUDA,,BANKULI,ODAGAON,ODAGAON
553,Improvement to Hirimimunda to Jhadiaguda MMSY road such as new boxcell culvert 6x3m double span and toe wall protection to boxcell at 2200 mtr under SR for the year 2022 23,Tentulikhunti,764070,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Improvement to Hirimimunda to Jhadiaguda MMSY road such as new boxcell culvert 6x3m double span and toe wall protection to boxcell at 2200 mtr under SR for the year 2022 23,"29,20,074",Civil Works - Roads,,02 of 2022 23,2022_CERWI_79085_1,Open Tender,Works,Nil,Nil,"2,482,355",25-Aug-2022,"INR 2,482,355",NA,NA,Nabarangpur,Nabarangpur,'HIRIMIMUNDA',TENTULIKHUNTI,,,ODAGAON,ODAGAON
617,Improvement to RD road to Bajragada PMGSY road such as new boxcell culvert 6x3m single span at 1800 mtr under SR for the year 2022 23,Kosagumuda,764061,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Improvement to RD road to Bajragada PMGSY road such as new boxcell culvert 6x3m single span at 1800 mtr under SR for the year 2022 23,"17,69,661",Civil Works - Roads,,02 of 2022 23,2022_CERWI_79075_1,Open Tender,Works,Nil,Nil,"1,504,388.62",25-Aug-2022,"INR 1,504,388.62",NA,NA,Nabarangpur,Nabarangpur,,,,,ODAGAON,ODAGAON
752,"Minor repair, painting, installation of asset boart, other sign boards, repair of bridge and approach road for the work- Bridge over Tentulikhunti Nallah on Haldi-Muribahal Via- Tentulikhunti Road for the year 2021-22",TITILAGARH,767042,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,"O/o the S.E.R.W.Division,Titilagarh","Minor repair, painting, installation of asset boart, other sign boards, repair of bridge and approach road for the work- Bridge over Tentulikhunti Nallah on Haldi-Muribahal Via- Tentulikhunti Road for the year 2021-22","2,16,948",Civil Works - Bridges,,EEITG-ONLINE-04/2021-22,2021_CERWI_73856_22,Open Tender,Works,Nil,Nil,"184,428",22-Apr-2022,"INR 184,428",NA,Nabarangpur,NA,Nabarangpur,"'TENTULIKHUNTI', 'HALDI'",TENTULIKHUNTI,,TENTULIKHUNTI,TENTULIKHUNTI,TENTULIKHUNTI
781,Protection to left bank of river Bhaskel near Saimandir of Umerkote in Nabarangpur district for the year 2022-2023,UMERKOTE,764073,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Nawarangpur Irrigation Division Nawarangpur,"S E, Nabarangpur Irrigation Division, Nabarangpur",Protection to left bank of river Bhaskel near Saimandir of Umerkote in Nabarangpur district for the year 2022-2023,"29,44,476",Civil Works - Others,,"SE, NID-02/2022-23(01)",2023_NIDN_85268_1,Open Tender,Works,Nil,Nil,"2,503,099.18",13-Feb-2023,"INR 2,503,099.18",NA,Nabarangpur,NA,Nabarangpur,,NABARANGPUR,,,NABARANGPUR,NABARANGPUR
801,Protection to right bank of river Indravati near village Gundriguda in Kosagumuda block of Nabarangpur district for the year 2022-23,NABARANGPUR,764059,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Nawarangpur Irrigation Division Nawarangpur,"S E, Nabarangpur Irrigation Division, Nabarangpur",Protection to right bank of river Indravati near village Gundriguda in Kosagumuda block of Nabarangpur district for the year 2022-23,"16,80,735",Civil Works - Others,,"SE, NID-02/2022-23(03)",2023_NIDN_85276_1,Open Tender,Works,Nil,Nil,"1,428,793.20",13-Feb-2023,"INR 1,428,793.198",NA,Nabarangpur,Nabarangpur,Nabarangpur,,KOSAGUMUDA,,KOSAGUMUDA,KOSAGUMUDA,KOSAGUMUDA
23,"Const of D/S including cons. of Fall, Outlet, VRC , Cross-drainage syphon, Tail cluster, EW of canal and H/W works i.e. H/R, U/s stone rip-rap of earthdam of Sankarpur kata MIP in Naktideul Block of SBP District under Critical Grant 2021-22.",SAMBALPUR,768001,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR",EE MIDIVISION SAMBALPUR,"Const of D/S including cons. of Fall, Outlet, VRC , Cross-drainage syphon, Tail cluster, EW of canal and H/W works i.e. H/R, U/s stone rip-rap of earthdam of Sankarpur kata MIP in Naktideul Block of SBP District under Critical Grant 2021-22.","73,52,000",Civil Works - Water Works,,EEMID SBP-11 of 2021-22,2022_CEMIB_75732_2,Open Tender,Works,Nil,Nil,"6,249,091.47",14-Apr-2022,"INR 7,351,007.49",NA,Sambalpur,Sambalpur,Sambalpur,'NAKTIDEUL',NAKTIDEUL,,NAKTIDEUL,NAKTIDEUL,NAKTIDEUL
94,"CONSTRUCTION OF APPROACH ROAD TO C-16, OFFICERS CLUB, 11/0.4 KV SUB-STATION INFRONT OF OFFICE BUILDING AND RENOVATION OF BACKSIDE DRAIN OF 5 HP PUMP HOUSE AT BURLA POWER HOUSE, HHEP, BURLA",BURLA,768017,Odisha Hydro Power Corporation Ltd||Hirakud H.E. Project Burla,"O/O SRGM,HHEP,BURLA","CONSTRUCTION OF APPROACH ROAD TO C-16, OFFICERS CLUB, 11/0.4 KV SUB-STATION INFRONT OF OFFICE BUILDING AND RENOVATION OF BACKSIDE DRAIN OF 5 HP PUMP HOUSE AT BURLA POWER HOUSE, HHEP, BURLA","10,12,223",Civil Works - Roads,,HHEP-29/2022,2022_OHPCL_79312_1,Open Tender,Works,Nil,Nil,"860,491",28-Sep-2022,"INR 860,491",NA,Sambalpur,Sambalpur,Sambalpur,,,,,NAKTIDEUL,NAKTIDEUL
149,Construction of Bridge over Local nallah on RD road NH-6 Chandmunda road in the district of Sambalpur,Sambalpur,768001,CE RW I||RWCIRCLE-SAMBALPUR,SERW CIRCLE SAMBALPUR,Construction of Bridge over Local nallah on RD road NH-6 Chandmunda road in the district of Sambalpur,"3,69,12,816",Civil Works - Bridges,,ONLINE-13-2018-19 (BRIDGES),2019_CERWI_53180_2,Open Tender,Works,NIL,NIL,"32,132,618.52",07-Jul-2022,"INR 36,912,830.01",NA,Sambalpur,Sambalpur,Sambalpur,,,,,NAKTIDEUL,NAKTIDEUL
151,Construction of C C Road and Drain from Culvrt to Culvert Bishnu mandeer Para Cremation Road Ward no 4,Sambalpur,768001,Municipal Bodies||Sambalpur Municipal Corporation,Sambalpur Municipal Corporation,Construction of C C Road and Drain from Culvrt to Culvert Bishnu mandeer Para Cremation Road Ward no 4,"3,56,854",Civil Works - Others,,03/SMC_SBP/2021-22,2021_ORULB_71082_2,Open Tender,Works,Nil,Nil,"303,361",22-Aug-2022,"INR 356,854",NA,NA,Sambalpur,Sambalpur,,,,,NAKTIDEUL,NAKTIDEUL
179,"Construction of CC road with culvert and drain from Satyandra Bohidar Park towards Regional Probation Officers Office, Sambalpur, W.No.32","SMC, Sambalpur",768001,Municipal Bodies||Sambalpur Municipal Corporation,"SMC, Sambalpur","Construction of CC road with culvert and drain from Satyandra Bohidar Park towards Regional Probation Officers Office, Sambalpur, W.No.32","13,36,537",Civil Works - Others,,02/SMC/2019-2020,2019_ORULB_55763_12,Open Tender,Works,"Commissioner, SMC, Sambalpur",Samabalpur,"1,136,189.77",30-Apr-2022,"INR 1,136,189.77",NA,Sambalpur,Sambalpur,Sambalpur,,,,,NAKTIDEUL,NAKTIDEUL
342,"Construction of RCC drain from Ramachandi Nurshing home to Mitu Panda house at Pathanbandha in W.No.07, SMC, Sambalpur",Sambalpur,768001,Municipal Bodies||Sambalpur Municipal Corporation,"SMC., Sambalpur","Construction of RCC drain from Ramachandi Nurshing home to Mitu Panda house at Pathanbandha in W.No.07, SMC, Sambalpur","6,05,466",Civil Works - Others,,5_SMC/SBP/2019-20,2019_ORULB_56092_7,Open Tender,Works,"Municipal Commissioner, SMC., Sambalpur",Samabalpur,"605,466.03",22-Dec-2022,"INR 605,466.03",NA,Sambalpur,Sambalpur,Sambalpur,,,,,NAKTIDEUL,NAKTIDEUL
387,"Construction of Surplus Escape, Head Regulator and Improvement to Earth Dam of Salebhatakata MIP in Naktideul Block of Sambalpur District under Critical Grant 2021-22.",SAMBALPUR,768001,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR","E E, M.I.Division, Sambalpur","Construction of Surplus Escape, Head Regulator and Improvement to Earth Dam of Salebhatakata MIP in Naktideul Block of Sambalpur District under Critical Grant 2021-22.","51,00,000",Civil Works - Water Works,,EEMID SBP-11 of 2021-22,2022_CEMIB_75732_1,Open Tender,Works,Nil,Nil,"4,319,689.90",14-Apr-2022,"INR 5,081,390.31",NA,Sambalpur,Sambalpur,Sambalpur,'NAKTIDEUL',NAKTIDEUL,,NAKTIDEUL,NAKTIDEUL,NAKTIDEUL
527,Improvement of top road of Right Dyke from RD 00 mtr to RD 10800 mtr of Hirakud Dam at Burla for the year 2022-23,"Burla,Sambalpur",768017,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",office of theAddl. Chief Engineer HHW and AS Burla,Improvement of top road of Right Dyke from RD 00 mtr to RD 10800 mtr of Hirakud Dam at Burla for the year 2022-23,"5,38,27,308",Civil Works - Roads,,HHW AND ASC- 02(01)/2022-23,2022_CEBBU_82429_1,Open Tender,Works,Nil,Nil,"45,758,595",30-Jan-2023,"INR 45,758,595",NA,Sambalpur,Sambalpur,Sambalpur,,,,,NAKTIDEUL,NAKTIDEUL
563,Improvement to Left Dyke toe road of 4th gap from RD 9574m to RD 11659m and in 3rd gap RD 5693m to RD 7893m along with Left dyke top road 245m to RD 1645.92m with drainage and protection toe wall of Hirakud Dam for the Year 2022-23,"Hirakud,Sambalpur",768016,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",Addl. Chief Engineer HHW and AS Burla,Improvement to Left Dyke toe road of 4th gap from RD 9574m to RD 11659m and in 3rd gap RD 5693m to RD 7893m along with Left dyke top road 245m to RD 1645.92m with drainage and protection toe wall of Hirakud Dam for the Year 2022-23,"2,80,23,447",Civil Works - Roads,,HHW AND ASC- 02(02)/2022-23,2022_CEBBU_82431_1,Open Tender,Works,Nil,Nil,"23,822,733",16-Jan-2023,"INR 23,822,733",NA,Sambalpur,Sambalpur,Sambalpur,,,,,NAKTIDEUL,NAKTIDEUL
564,Improvement to Left dyke top and toe road from Left Pavilion to 5th Gap (from RD 0.00 mtr. to RD 13800 mtr.) of Hirakud Dam at Burla for the year 2022-23,"Hirakud,Sambalpur",768016,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",Addl. Chief Engineer HHW and AS Burla,Improvement to Left dyke top and toe road from Left Pavilion to 5th Gap (from RD 0.00 mtr. to RD 13800 mtr.) of Hirakud Dam at Burla for the year 2022-23,"4,52,80,017",Civil Works - Roads,,HHW AND ASC- 01(02)/2022-23,2022_CEBBU_81908_1,Open Tender,Works,Nil,Nil,"38,492,543",27-Dec-2022,"INR 38,492,543",NA,Sambalpur,Sambalpur,Sambalpur,,,,,NAKTIDEUL,NAKTIDEUL
1085,Slope Protection work on both sides of High-Level Bridge (SH-24 Linking NH-53B) across River Tikira near village Kutasingha for the year 2022-23.,Sambalpur,768001,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur","O/o the SE, Sambalpur Irrigation Division, Sambalp",Slope Protection work on both sides of High-Level Bridge (SH-24 Linking NH-53B) across River Tikira near village Kutasingha for the year 2022-23.,"84,73,259",Civil Works - Others,,SESID-03(01)/2022-23,2022_CEBBU_82294_1,Open Tender,Works,Nil,Nil,"7,203,117",19-Dec-2022,"INR 7,203,117",NA,NA,Sambalpur,Sambalpur,'KUTASINGHA',NAKTIDEUL,,,NAKTIDEUL,NAKTIDEUL
1,(11) Restoration to Puri Main Canal Right Embankment from RD 22.70 KM to RD 24.400 KM,"Delta, BBSR-12",751012,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar","S.E, Prachi Division, BBSR",Restoration to Puri Main Canal Right Embankment from RD 22.70 KM to RD 24.400 KM,"2,61,671",Civil Works - Others,,e-Procurement Notice No.SEPRD-23/2022-23,2023_CELBB_85168_11,Open Tender,Works,Nil,Nil,"222,446",04-Mar-2023,"INR 222,446",NA,Puri,NA,Puri,,,,,NAKTIDEUL,NAKTIDEUL
2,(13) Restoration to Gop Branch Canal from RD 17.700 Km. to 17.789 Km.,"Delta, BBSR-12",751012,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar","S.E, Prachi Division, BBSR",Restoration to Gop Branch Canal from RD 17.700 Km. to 17.789 Km.,"12,70,423",Civil Works - Others,,e-Procurement Notice No.SEPRD-23/2022-23,2023_CELBB_85168_13,Open Tender,Works,Nil,Nil,"1,079,987",04-Mar-2023,"INR 1,079,987",NA,Puri,NA,Puri,'Gop',GOP,,GOP,GOP,GOP
89,Construction Of 7 Nos Recharge Shafts in Tanks or Ponds in Kakatpur Block Of Puri District,GWD Division II Unit V Bhubaneswar,751001,Ground Water Survey and Investigation,BHUBANESWAR,Construction Of 7 Nos Recharge Shafts in Tanks or Ponds in Kakatpur Block Of Puri District,"12,80,000",Civil Works - Others,,02/GWRSD/ARUA/2022-23,2022_GWSI_82894_1,Open Tender,Works,Nil,Nil,"1,265,056",13-Dec-2022,"INR 1,265,056",NA,Puri,NA,Puri,'Kakatpur',KAKAT PUR,,KAKATPUR,GOP,GOP
346,Construction of RCC Slab Culvert on Malud Morada road (Part-A) in the District for Puri for the year 2022-23.,Puri,752001,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,"O/o Superintending Engineer, R.W.Division, Puri.",Construction of RCC Slab Culvert on Malud Morada road (Part-A) in the District for Puri for the year 2022-23.,"10,45,000",Civil Works - Roads,,Online-08 Dt.10.08.2022,2022_CERWI_80629_1,National Competitive Bid,Works,Nil,Nil,"888,320",15-Mar-2023,"INR 1,044,959.54",NA,Puri,Puri,Puri,'Morada',KRUSHNAPRASAD,,MALUD,GOP,GOP
378,Construction of sluice over D.C. No. 35 near village Lalitapahandi of Doab-VI under Nimapada Block of Puri District.,Nimapada,751012,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar","O/o the Addl. Chief Engineer, Drainage Circle, Bhu","Earthwork, Cement Concrete, Reinforced Cement Concrete and RR Stone Works","1,11,63,449",Civil Works - Others,,ACEDC-BBSR/DD-PURI-07/2022-23,2022_CEDC_80554_1,Open Tender,Works,Nil,Nil,"9,490,048",29-Sep-2022,"INR 9,490,048",NA,Puri,Puri,Puri,,NIMAPADA,,,NIMAPADA,NIMAPADA
379,Construction of sluice over Sunamuhin River Near Narsinghpatna at 12340 m.,"Brahmagiri, Puri",751012,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar","O/o the Addl. Chief Engineer, Drainage Circle, Bhu","Earthwork, Cement Concrete, Reinforced Cement Concrete and RR Stone Works","5,77,13,787",Civil Works - Others,,ACEDC-BBSR/DD-PURI-06/2022-23,2022_CEDC_78849_1,Open Tender,Works,Nil,Nil,"49,062,490",29-Sep-2022,"INR 49,062,490",NA,NA,Puri,Puri,'Sunamuhin',BRAHMAGIRI,,,NIMAPADA,NIMAPADA
415,"Dredging of Southkania drainage channel (from RD15.7km to RD20.0km), Madhakona to Mudirath drainage channel (from RD 0km to RD2.5km) and Basanpur nallah (from RD 0km to RD 4.0km) under Brahmagiri Block.",Brahmagiri,751012,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar","O/o the Addl. Chief Engineer, Drainage Circle, Bhu","Earthwork by Dredging, Weed clearance","4,98,63,774",Civil Works - Others,,ACEDC-BBSR/DD-PURI-09/2022-23,2022_CEDC_80559_1,Open Tender,Works,Nil,Nil,"42,389,195",28-Nov-2022,"INR 42,389,195",NA,Puri,Puri,Puri,'Brahmagiri',BRAHMAGIRI,,BRAHMAGIRI,BRAHMAGIRI,BRAHMAGIRI
528,Improvement road from Swargadwar to Baliapanda via Bidhaba Ashram from ch. 0/670 km to 1/579 km such as construction of drain,Puri,752001,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,"O/o the S.E. R and B Division, Puri",Improvement road from Swargadwar to Baliapanda via Bidhaba Ashram from ch. 0/670 km to 1/579 km such as construction of drain,"58,08,009",Civil Works - Others,,TCN NO 35 OF 2021-22,2021_EICCL_73669_1,National Competitive Bid,Works,Nil,Nil,"4,937,389",11-Apr-2022,"INR 4,937,389",NA,NA,Puri,Puri,,,,,BRAHMAGIRI,BRAHMAGIRI
851,Renovation by Dredging Method of Juajore Nallah from RD 00 km to 4.95 km and Hatia nalla from RD 00 km to 2.70 km under DOAB-XV in Kanasa Block and Satyabadi Constituency,Kanas,751012,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar","O/o the Addl. Chief Engineer, Drainage Circle, Bhu",Dredging work,"7,68,34,174",Civil Works - Others,,SEDC-BBSR/DD-PURI-32/2021-22,2021_CEDC_74139_1,Open Tender,Works,Nil,Nil,"65,316,731",29-Jun-2022,"INR 65,316,731",NA,Puri,NA,Puri,"'Satyabadi', 'Hatia'",SATYABADI,,,SATYABADI,SATYABADI
857,Renovation of Bhargavi-Ratnachira Drainage system with structures under Brahmagiri Block.,"Brahmagiri, Puri",751012,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar","O/o the Addl. Chief Engineer, Drainage Circle, Bhu","Earthwork, Cement Concrete, Reinforced Cement Concrete and RR Stone Works","1,55,22,153",Civil Works - Others,,ACEDC-BBSR/DD-PURI-10/2022-23,2022_CEDC_81788_1,Open Tender,Works,Nil,Nil,"13,195,382",30-Nov-2022,"INR 13,195,382",NA,Puri,Puri,Puri,'Brahmagiri',BRAHMAGIRI,,BRAHMAGIRI,BRAHMAGIRI,BRAHMAGIRI
867,Renovation of Malliatutha Drainage System including the link drains with structures in DOAB-V,Gop block Puri,752110,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar||EE Drainage Divn. Puri","O/oSuperintending Engineer, Drainage Division,Puri",Renovation earth and structure work,"96,63,203",Civil Works - Others,,DDP - 153/2021-22,2022_CEDC_75644_1,Open Tender,Works,Nil,Nil,"8,214,689",17-Nov-2022,"INR 8,214,689",NA,NA,Puri,Puri,,,,,BRAHMAGIRI,BRAHMAGIRI
870,"Renovation of Southkania drainage chanel (from RD 6.7km to 15.70km ), Boxikania drainage chanel (from RD 8.6KM to 10.1km),Benakania drainage channel (from RD 0km to 4.5 km) and Choudamouza Right drainage chanel (from RD 5.6km to 7.6km ) with structu",Brahmagiri,751012,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar","O/o the Addl. Chief Engineer, Drainage Circle, Bhu","Earthwork, Cement Concrete, Reinforced Cement Concrete and RR Stone Works","1,90,79,603",Civil Works - Others,,ACEDC-BBSR/DD-PURI-08/2022-23,2022_CEDC_80557_1,Open Tender,Works,Nil,Nil,"16,219,570",29-Nov-2022,"INR 16,219,570",NA,NA,Puri,Puri,,,,,BRAHMAGIRI,BRAHMAGIRI
97,Construction of Badghumuda Check dam over Brahmani Nalla near village Badghumuda in Hemgir Block of Sundargarh District under DMF 2022-23.,HEMGIR BLOCK,770013,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH","O/o the Superintending Engineer, MID Sundargarh",Construction of Badghumuda Check dam over Brahmani Nalla near village Badghumuda in Hemgir Block of Sundargarh District under DMF 2022-23.,"59,00,802",Civil Works - Others,Check dam,SE MID SNG 04/2022-23,2023_CEMIB_85361_3,Open Tender,Works,Nil,Nil,"5,016,271.52",28-Mar-2023,"INR 5,016,271.52",NA,Sundargarh,Sundargarh,Sundargarh,"'BADGHUMUDA', 'HEMGIR'",HEMGIR,,HEMGIR,HEMGIR,HEMGIR
243,Construction of Drain on Subdega- Rajpur Road (ODR) from 15/400 Km to 16/000 Km for the year 2022-23.,Sundargarh,770001,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,"O/o the SE R and B Dvn, Sundargarh",Construction of Drain on Subdega- Rajpur Road (ODR) from 15/400 Km to 16/000 Km for the year 2022-23.,"35,67,404",Civil Works - Roads,,Bid Identification No-SE-RandB-SNG-13 OF 2022-23,2022_EICCL_79616_1,Open Tender,Works,Nil,Nil,"3,032,650.56",22-Sep-2022,"INR 3,032,650.56",NA,NA,Sundargarh,Sundargarh,'RAJPUR',SUBDEGA,,RAJPUR,SUBDEGA,SUBDEGA
255,Construction of Gaijornalla Check dam over Gaijor Nalla near village Gaijor in Sundargarh Block of Sundargarh District under MATY 2022-23.,SUNDARGARH BLOCK,770001,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH","O/o the Superintending Engineer, MID Sundargarh",Construction of Gaijornalla Check dam over Gaijor Nalla near village Gaijor in Sundargarh Block of Sundargarh District under MATY 2022-23.,"35,07,100",Civil Works - Others,Check dam,SE MID SNG 05/2022-23,2023_CEMIB_85384_4,Open Tender,Works,Nil,Nil,2981385.59,27-Feb-2023,INR 2981385.59,NA,Sundargarh,Sundargarh,Sundargarh,'GAIJOR',SUNDARGARH,,,SUNDARGARH,SUNDARGARH
268,Construction of Kadubinga sikipani Check dam over Kadubidinga Nalla near village Sikipani in Sundargarh Block of Sundargarh District under MATY 2022-23.,SUNDARGARH BLOCK,770001,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH","O/o the Superintending Engineer, MID Sundargarh",Construction of Kadubinga sikipani Check dam over Kadubidinga Nalla near village Sikipani in Sundargarh Block of Sundargarh District under MATY 2022-23.,"44,84,094",Civil Works - Others,Check dam,SE MID SNG 05/2022-23,2023_CEMIB_85384_2,Open Tender,Works,Nil,Nil,3811928.49,03-Mar-2023,INR 3811928.49,NA,Sundargarh,Sundargarh,Sundargarh,'SIKIPANI',SUNDARGARH,,,SUNDARGARH,SUNDARGARH
280,Construction of Kund Check dam over Chhatenjore Nalla near village Kund in Hemgir Block of Sundargarh District under DMF 2022-23.,HEMGIR BLOCK,770013,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH","O/o the Superintending Engineer, MID Sundargarh",Construction of Kund Check dam over Chhatenjore Nalla near village Kund in Hemgir Block of Sundargarh District under DMF 2022-23.,"49,39,419",Civil Works - Others,Check dam,SE MID SNG 05/2022-23,2023_CEMIB_85384_7,Open Tender,Works,Nil,Nil,4198999.8,28-Feb-2023,INR 4198999.8,NA,Sundargarh,Sundargarh,Sundargarh,'HEMGIR',HEMGIR,,HEMGIR,HEMGIR,HEMGIR
